checkpoint,condition,train_seed,comm_enabled,eval_seed,eval_policy,ablation,history_intervention,sender_remap,cross_play,scope,key,n_rounds,coop_rate,avg_reward,p_all_cooperate,avg_welfare,p_coop_given_m0,p_coop_given_m1,checkpoint_episode,suite_kind,observability_mode,public_signal_sigma
<SOURCE_ZEROAUX_REPO>/iwr-results/dsc-epgg-vectorized-zeroaux-plan/phase3-vecstraight-zeroaux-comm-reduced-20260415/phase3-vecstraight-zeroaux-comm-reduced-20260415/outputs/train/phase3_vecstraight_comm_history_factorial_with_comm_reduced_history_zeroaux_15seeds_iwr_20260415/train/cond1_seed1313.pt,cond1,1313,1,9001,greedy,none,none,none,none,f_value,3.500,6673,0.05368649782706429,4.536864978270643,0.0,18.14745991308257,0.0616441535533584,0.05271029548486196,150000,comm,private,
<SOURCE_ZEROAUX_REPO>/iwr-results/dsc-epgg-vectorized-zeroaux-plan/phase3-vecstraight-zeroaux-comm-reduced-20260415/phase3-vecstraight-zeroaux-comm-reduced-20260415/outputs/train/phase3_vecstraight_comm_history_factorial_with_comm_reduced_history_zeroaux_15seeds_iwr_20260415/train/cond1_seed1313.pt,cond1,1313,1,9001,greedy,none,none,none,none,f_value,5.000,5917,0.7669004563123204,16.270407300997128,0.37755619401723844,65.08162920398851,0.8221779392802719,0.7662442249819862,150000,comm,private,
<SOURCE_ZEROAUX_REPO>/iwr-results/dsc-epgg-vectorized-zeroaux-plan/phase3-vecstraight-zeroaux-comm-reduced-20260415/phase3-vecstraight-zeroaux-comm-reduced-20260415/outputs/train/phase3_vecstraight_comm_history_factorial_with_comm_reduced_history_zeroaux_15seeds_iwr_20260415/train/cond1_seed1414.pt,cond1,1414,1,9001,greedy,none,none,none,none,regime,competitive,5288,0.0,4.0,0.0,16.0,,,150000,comm,private,
<SOURCE_ZEROAUX_REPO>/iwr-results/dsc-epgg-vectorized-zeroaux-plan/phase3-vecstraight-zeroaux-comm-reduced-20260415/phase3-vecstraight-zeroaux-comm-reduced-20260415/outputs/train/phase3_vecstraight_comm_history_factorial_with_comm_reduced_history_zeroaux_15seeds_iwr_20260415/train/cond1_seed1414.pt,cond1,1414,1,9001,greedy,none,none,none,none,regime,cooperative,5917,0.812447186074024,16.999154977184386,0.42437045800236606,67.99661990873754,,,150000,comm,private,
<SOURCE_ZEROAUX_REPO>/iwr-results/dsc-epgg-vectorized-zeroaux-plan/phase3-vecstraight-zeroaux-comm-reduced-20260415/phase3-vecstraight-zeroaux-comm-reduced-20260415/outputs/train/phase3_vecstraight_comm_history_factorial_with_comm_reduced_history_zeroaux_15seeds_iwr_20260415/train/cond1_seed1414.pt,cond1,1414,1,9001,greedy,none,none,none,none,regime,mixed,18795,0.04537110933758978,4.44706038840117,0.0,17.78824155360468,,,150000,comm,private,
<SOURCE_ZEROAUX_REPO>/iwr-results/dsc-epgg-vectorized-zeroaux-plan/phase3-vecstraight-zeroaux-comm-reduced-20260415/phase3-vecstraight-zeroaux-comm-reduced-20260415/outputs/train/phase3_vecstraight_comm_history_factorial_with_comm_reduced_history_zeroaux_15seeds_iwr_20260415/train/cond1_seed1414.pt,cond1,1414,1,9001,greedy,none,none,none,none,f_value,0.500,5288,0.0,4.0,0.0,16.0,0.0,0.0,150000,comm,private,
<SOURCE_ZEROAUX_REPO>/iwr-results/dsc-epgg-vectorized-zeroaux-plan/phase3-vecstraight-zeroaux-comm-reduced-20260415/phase3-vecstraight-zeroaux-comm-reduced-20260415/outputs/train/phase3_vecstraight_comm_history_factorial_with_comm_reduced_history_zeroaux_15seeds_iwr_20260415/train/cond1_seed1414.pt,cond1,1414,1,9001,greedy,none,none,none,none,f_value,1.500,5824,0.0,4.0,0.0,16.0,0.0,0.0,150000,comm,private,
<SOURCE_ZEROAUX_REPO>/iwr-results/dsc-epgg-vectorized-zeroaux-plan/phase3-vecstraight-zeroaux-comm-reduced-20260415/phase3-vecstraight-zeroaux-comm-reduced-20260415/outputs/train/phase3_vecstraight_comm_history_factorial_with_comm_reduced_history_zeroaux_15seeds_iwr_20260415/train/cond1_seed1414.pt,cond1,1414,1,9001,greedy,none,none,none,none,f_value,2.500,6298,0.004961892664337885,4.0297713559860275,0.0,16.11908542394411,0.005551510738987987,0.004998000799680128,150000,comm,private,
<SOURCE_ZEROAUX_REPO>/iwr-results/dsc-epgg-vectorized-zeroaux-plan/phase3-vecstraight-zeroaux-comm-reduced-20260415/phase3-vecstraight-zeroaux-comm-reduced-20260415/outputs/train/phase3_vecstraight_comm_history_factorial_with_comm_reduced_history_zeroaux_15seeds_iwr_20260415/train/cond1_seed1414.pt,cond1,1414,1,9001,greedy,none,none,none,none,f_value,3.500,6673,0.12310804735501274,5.2310804735501275,0.0,20.92432189420051,0.12156391226833617,0.12292158968850699,150000,comm,private,
<SOURCE_ZEROAUX_REPO>/iwr-results/dsc-epgg-vectorized-zeroaux-plan/phase3-vecstraight-zeroaux-comm-reduced-20260415/phase3-vecstraight-zeroaux-comm-reduced-20260415/outputs/train/phase3_vecstraight_comm_history_factorial_with_comm_reduced_history_zeroaux_15seeds_iwr_20260415/train/cond1_seed1414.pt,cond1,1414,1,9001,greedy,none,none,none,none,f_value,5.000,5917,0.812447186074024,16.999154977184386,0.42437045800236606,67.99661990873754,0.8439415610952187,0.8137939958592133,150000,comm,private,
